"mie","miename"
"https://identifiers.org/aop.events/1686","Deposition of Energy"
"https://identifiers.org/aop.events/1686","Deposition of Energy"
"https://identifiers.org/aop.events/1686","Deposition of Energy"
"https://identifiers.org/aop.events/1686","Deposition of Energy"
"https://identifiers.org/aop.events/1700","Impaired IL-1R1 signaling in T cell"
"https://identifiers.org/aop.events/1706","Stimulation, TLR7/8"
"https://identifiers.org/aop.events/1710","Binding to estrogen receptor (ER)-α in immune cells"
"https://identifiers.org/aop.events/1715","Inhibition of JAK3"
"https://identifiers.org/aop.events/1720","Trypsin inhibition"
"https://identifiers.org/aop.events/1739","Binding to ACE2"
"https://identifiers.org/aop.events/1739","Binding to ACE2"
"https://identifiers.org/aop.events/1739","Binding to ACE2"
"https://identifiers.org/aop.events/1739","Binding to ACE2"
"https://identifiers.org/aop.events/1739","Binding to ACE2"
"https://identifiers.org/aop.events/1739","Binding to ACE2"
"https://identifiers.org/aop.events/1739","Binding to ACE2"
"https://identifiers.org/aop.events/1739","Binding to ACE2"
"https://identifiers.org/aop.events/1739","Binding to ACE2"
"https://identifiers.org/aop.events/1739","Binding to ACE2"
"https://identifiers.org/aop.events/1739","Binding to ACE2"
"https://identifiers.org/aop.events/1739","Binding to ACE2"
"https://identifiers.org/aop.events/1739","Binding to ACE2"
"https://identifiers.org/aop.events/1739","Binding to ACE2"
"https://identifiers.org/aop.events/1739","Binding to ACE2"
"https://identifiers.org/aop.events/1753","Chronic reactive oxygen species"
"https://identifiers.org/aop.events/177","Mitochondrial dysfunction"
"https://identifiers.org/aop.events/18","Activation, AhR"
"https://identifiers.org/aop.events/18","Activation, AhR"
"https://identifiers.org/aop.events/18","Activation, AhR"
"https://identifiers.org/aop.events/18","Activation, AhR"
"https://identifiers.org/aop.events/18","Activation, AhR"
"https://identifiers.org/aop.events/18","Activation, AhR"
"https://identifiers.org/aop.events/18","Activation, AhR"
"https://identifiers.org/aop.events/18","Activation, AhR"
"https://identifiers.org/aop.events/18","Activation, AhR"
"https://identifiers.org/aop.events/18","Activation, AhR"
"https://identifiers.org/aop.events/18","Activation, AhR"
"https://identifiers.org/aop.events/18","Activation, AhR"
"https://identifiers.org/aop.events/18","Activation, AhR"
"https://identifiers.org/aop.events/18","Activation, AhR"
"https://identifiers.org/aop.events/18","Activation, AhR"
"https://identifiers.org/aop.events/18","Activation, AhR"
"https://identifiers.org/aop.events/18","Activation, AhR"
"https://identifiers.org/aop.events/18","Activation, AhR"
"https://identifiers.org/aop.events/18","Activation, AhR"
"https://identifiers.org/aop.events/1848","Toll Like Receptor (TLR) Dysregulation"
"https://identifiers.org/aop.events/1866","Fibrinolysis, decreased"
"https://identifiers.org/aop.events/1867","Bradykinin system, hyperactivated"
"https://identifiers.org/aop.events/1879","Bulky DNA adducts, increase"
"https://identifiers.org/aop.events/1880","Decreased, ALDH1A (RALDH) enzyme activity"
"https://identifiers.org/aop.events/1880","Decreased, ALDH1A (RALDH) enzyme activity"
"https://identifiers.org/aop.events/1884","Inhibition of Fyna"
"https://identifiers.org/aop.events/1888","Increased (ectopic) all-trans retinoic acid concentration"
"https://identifiers.org/aop.events/201","Binding of antagonist, NMDA receptors"
"https://identifiers.org/aop.events/201","Binding of antagonist, NMDA receptors"
"https://identifiers.org/aop.events/2027","Antagonism, Smoothened receptor"
"https://identifiers.org/aop.events/2040","Decrease, GLI1/2 target gene expression"
"https://identifiers.org/aop.events/209","Peptide Oxidation"
"https://identifiers.org/aop.events/2118","Succinate dehydrogenase, inhibited"
"https://identifiers.org/aop.events/2118","Succinate dehydrogenase, inhibited"
"https://identifiers.org/aop.events/2118","Succinate dehydrogenase, inhibited"
"https://identifiers.org/aop.events/2118","Succinate dehydrogenase, inhibited"
"https://identifiers.org/aop.events/2146","Activation of mitogen-activated protein kinase kinase, extracellular signal-regulated kinase 1/2"
"https://identifiers.org/aop.events/2146","Activation of mitogen-activated protein kinase kinase, extracellular signal-regulated kinase 1/2"
"https://identifiers.org/aop.events/2158","Influenza A Virus (IAV) binds sialic acid glycan receptor"
"https://identifiers.org/aop.events/228","peroxisome proliferator activated receptor promoter demethylation"
"https://identifiers.org/aop.events/228","peroxisome proliferator activated receptor promoter demethylation"
"https://identifiers.org/aop.events/228","peroxisome proliferator activated receptor promoter demethylation"
"https://identifiers.org/aop.events/228","peroxisome proliferator activated receptor promoter demethylation"
"https://identifiers.org/aop.events/233","Decreased, PPAR-gamma activation"
"https://identifiers.org/aop.events/25","Agonism, Androgen receptor"
"https://identifiers.org/aop.events/25","Agonism, Androgen receptor"
"https://identifiers.org/aop.events/25","Agonism, Androgen receptor"
"https://identifiers.org/aop.events/25","Agonism, Androgen receptor"
"https://identifiers.org/aop.events/25","Agonism, Androgen receptor"
"https://identifiers.org/aop.events/25","Agonism, Androgen receptor"
"https://identifiers.org/aop.events/26","Antagonism, Androgen receptor"
"https://identifiers.org/aop.events/26","Antagonism, Androgen receptor"
"https://identifiers.org/aop.events/26","Antagonism, Androgen receptor"
"https://identifiers.org/aop.events/26","Antagonism, Androgen receptor"
"https://identifiers.org/aop.events/26","Antagonism, Androgen receptor"
"https://identifiers.org/aop.events/26","Antagonism, Androgen receptor"
"https://identifiers.org/aop.events/26","Antagonism, Androgen receptor"
"https://identifiers.org/aop.events/277","Thyroid hormone synthesis, Decreased"
"https://identifiers.org/aop.events/279","Thyroperoxidase, Inhibition"
"https://identifiers.org/aop.events/279","Thyroperoxidase, Inhibition"
"https://identifiers.org/aop.events/279","Thyroperoxidase, Inhibition"
"https://identifiers.org/aop.events/279","Thyroperoxidase, Inhibition"
"https://identifiers.org/aop.events/279","Thyroperoxidase, Inhibition"
"https://identifiers.org/aop.events/279","Thyroperoxidase, Inhibition"
"https://identifiers.org/aop.events/279","Thyroperoxidase, Inhibition"
"https://identifiers.org/aop.events/279","Thyroperoxidase, Inhibition"
"https://identifiers.org/aop.events/279","Thyroperoxidase, Inhibition"
"https://identifiers.org/aop.events/305","Inhibition, VegfR2"
"https://identifiers.org/aop.events/36","Inhibition, Aromatase"
"https://identifiers.org/aop.events/36","Inhibition, Aromatase"
"https://identifiers.org/aop.events/36","Inhibition, Aromatase"
"https://identifiers.org/aop.events/373","Formation, Pro-mutagenic DNA Adducts"
"https://identifiers.org/aop.events/396","Covalent Binding, Protein"
"https://identifiers.org/aop.events/396","Covalent Binding, Protein"
"https://identifiers.org/aop.events/408","reduction in ovarian granulosa cells, Aromatase (Cyp19a1)"
"https://identifiers.org/aop.events/41","Inhibition, Bile Salt Export Pump (ABCB11)"
"https://identifiers.org/aop.events/424","Inhibition, Na+/I- symporter (NIS)"
"https://identifiers.org/aop.events/424","Inhibition, Na+/I- symporter (NIS)"
"https://identifiers.org/aop.events/424","Inhibition, Na+/I- symporter (NIS)"
"https://identifiers.org/aop.events/424","Inhibition, Na+/I- symporter (NIS)"
"https://identifiers.org/aop.events/424","Inhibition, Na+/I- symporter (NIS)"
"https://identifiers.org/aop.events/51","Inhibition, Ca++ ATPase"
"https://identifiers.org/aop.events/584","Inhibition, sodium channel"
"https://identifiers.org/aop.events/584","Inhibition, sodium channel"
"https://identifiers.org/aop.events/584","Inhibition, sodium channel"
"https://identifiers.org/aop.events/584","Inhibition, sodium channel"
"https://identifiers.org/aop.events/584","Inhibition, sodium channel"
"https://identifiers.org/aop.events/593","Inhibition, Ether-a-go-go (ERG) voltage-gated potassium channel"
"https://identifiers.org/aop.events/593","Inhibition, Ether-a-go-go (ERG) voltage-gated potassium channel"
"https://identifiers.org/aop.events/619","Inhibition, 5-hydroxytryptamine transporter (5-HTT; SERT)"
"https://identifiers.org/aop.events/619","Inhibition, 5-hydroxytryptamine transporter (5-HTT; SERT)"
"https://identifiers.org/aop.events/619","Inhibition, 5-hydroxytryptamine transporter (5-HTT; SERT)"
"https://identifiers.org/aop.events/619","Inhibition, 5-hydroxytryptamine transporter (5-HTT; SERT)"
"https://identifiers.org/aop.events/619","Inhibition, 5-hydroxytryptamine transporter (5-HTT; SERT)"
"https://identifiers.org/aop.events/619","Inhibition, 5-hydroxytryptamine transporter (5-HTT; SERT)"
"https://identifiers.org/aop.events/667","Binding at picrotoxin site, iGABAR chloride channel"
"https://identifiers.org/aop.events/715","Activation, Constitutive androstane receptor"
"https://identifiers.org/aop.events/718","Binding, Tubulin"
"https://identifiers.org/aop.events/79","Inhibition, Cyclooxygenase activity"
"https://identifiers.org/aop.events/79","Inhibition, Cyclooxygenase activity"
"https://identifiers.org/aop.events/79","Inhibition, Cyclooxygenase activity"
"https://identifiers.org/aop.events/79","Inhibition, Cyclooxygenase activity"
"https://identifiers.org/aop.events/79","Inhibition, Cyclooxygenase activity"
"https://identifiers.org/aop.events/79","Inhibition, Cyclooxygenase activity"
"https://identifiers.org/aop.events/875","Binding of agonist, Ionotropic glutamate receptors"
"https://identifiers.org/aop.events/875","Binding of agonist, Ionotropic glutamate receptors"
"https://identifiers.org/aop.events/877","Inhibition, organic anion transporter 1 (OAT1)"
"https://identifiers.org/aop.events/887","Inhibition, NADH-ubiquinone oxidoreductase  (complex I)"
"https://identifiers.org/aop.events/888","Binding of inhibitor, NADH-ubiquinone oxidoreductase (complex I)"
"https://identifiers.org/aop.events/888","Binding of inhibitor, NADH-ubiquinone oxidoreductase (complex I)"
"https://identifiers.org/aop.events/888","Binding of inhibitor, NADH-ubiquinone oxidoreductase (complex I)"
"https://identifiers.org/aop.events/941","Activation, EGFR"
"https://identifiers.org/aop.events/957","Binding, Transthyretin in serum"
"https://identifiers.org/aop.events/957","Binding, Transthyretin in serum"
"https://identifiers.org/aop.events/97","Alkylation, DNA"
"https://identifiers.org/aop.events/97","Alkylation, DNA"
"https://identifiers.org/aop.events/97","Alkylation, DNA"
"https://identifiers.org/aop.events/97","Alkylation, DNA"
"https://identifiers.org/aop.events/980","Inhibition, Calcineurin Activity"
"https://identifiers.org/aop.events/998","Binding of antagonist, PPAR alpha"
"https://identifiers.org/aop.events/1018","Activation, Glutamate-gated chloride channels"
"https://identifiers.org/aop.events/1028","Activation of specific nuclear receptors, PPAR-gamma activation"
"https://identifiers.org/aop.events/103","Increase, Ecdysone receptor agonism"
"https://identifiers.org/aop.events/1038","Activation, beta-2 adrenergic receptor"
"https://identifiers.org/aop.events/1038","Activation, beta-2 adrenergic receptor"
"https://identifiers.org/aop.events/1039","Increased activity, beta-2 adrenergic receptor"
"https://identifiers.org/aop.events/1065","Activation, estrogen receptor alpha"
"https://identifiers.org/aop.events/1065","Activation, estrogen receptor alpha"
"https://identifiers.org/aop.events/1065","Activation, estrogen receptor alpha"
"https://identifiers.org/aop.events/1103","Inhibition, Cyclooxygenase 1 activity"
"https://identifiers.org/aop.events/111","Agonism, Estrogen receptor"
"https://identifiers.org/aop.events/111","Agonism, Estrogen receptor"
"https://identifiers.org/aop.events/111","Agonism, Estrogen receptor"
"https://identifiers.org/aop.events/111","Agonism, Estrogen receptor"
"https://identifiers.org/aop.events/111","Agonism, Estrogen receptor"
"https://identifiers.org/aop.events/111","Agonism, Estrogen receptor"
"https://identifiers.org/aop.events/1114","Unknown, MIE"
"https://identifiers.org/aop.events/1114","Unknown, MIE"
"https://identifiers.org/aop.events/1134","Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone"
"https://identifiers.org/aop.events/1138","Uncoupling of oxidative phosphorylation, Reduced ability to generate ATP"
"https://identifiers.org/aop.events/1152","Inhibition, Iodotyrosine deiodinase (IYD)"
"https://identifiers.org/aop.events/1153","Inhibition, Deiodinase 3"
"https://identifiers.org/aop.events/1155","Inhibition, Pendrin"
"https://identifiers.org/aop.events/1156","Inhibition, Dual oxidase"
"https://identifiers.org/aop.events/1157","Activation, Hepatic nuclear receptor(s)"
"https://identifiers.org/aop.events/1158","Increased, Hepatic thyroid hormone uptake/transport"
"https://identifiers.org/aop.events/1169","Anticoagulant rodenticide interferes with carboxylation of Gla proteins in bone, Impairment of post-translational modification (carboxylation) of osteocalcin"
"https://identifiers.org/aop.events/1174","Activation, NADPH Oxidase"
"https://identifiers.org/aop.events/1194","Increase, DNA damage"
"https://identifiers.org/aop.events/1194","Increase, DNA damage"
"https://identifiers.org/aop.events/12","Acetylcholinesterase (AchE) Inhibition"
"https://identifiers.org/aop.events/12","Acetylcholinesterase (AchE) Inhibition"
"https://identifiers.org/aop.events/12","Acetylcholinesterase (AchE) Inhibition"
"https://identifiers.org/aop.events/12","Acetylcholinesterase (AchE) Inhibition"
"https://identifiers.org/aop.events/12","Acetylcholinesterase (AchE) Inhibition"
"https://identifiers.org/aop.events/12","Acetylcholinesterase (AchE) Inhibition"
"https://identifiers.org/aop.events/1205","Activation, Juvenile hormone receptor"
"https://identifiers.org/aop.events/1215","TRPA1 activation, TRPA1 Receptor"
"https://identifiers.org/aop.events/1258","Decompartmentalization"
"https://identifiers.org/aop.events/1259","narcosis"
"https://identifiers.org/aop.events/1260","Direct mitochondrial inhibition"
"https://identifiers.org/aop.events/1270","Inactivation of PPARγ"
"https://identifiers.org/aop.events/1270","Inactivation of PPARγ"
"https://identifiers.org/aop.events/1317","Decreased, serotonin transporter activity"
"https://identifiers.org/aop.events/1349","Activated, presynaptic neuron 1"
"https://identifiers.org/aop.events/1353","Binding to voltage-gated sodium channel"
"https://identifiers.org/aop.events/1353","Binding to voltage-gated sodium channel"
"https://identifiers.org/aop.events/1386","CYP7B activity, inhibition"
"https://identifiers.org/aop.events/1386","CYP7B activity, inhibition"
"https://identifiers.org/aop.events/1396","Increased, glucocorticoid receptor activity"
"https://identifiers.org/aop.events/1396","Increased, glucocorticoid receptor activity"
"https://identifiers.org/aop.events/1397","Increased, serotonin transporter activity"
"https://identifiers.org/aop.events/1397","Increased, serotonin transporter activity"
"https://identifiers.org/aop.events/1402","Reduced, PTGS1 function"
"https://identifiers.org/aop.events/1408","Reduced, PTGS2 function"
"https://identifiers.org/aop.events/1412","Helicobacter pylori infection"
"https://identifiers.org/aop.events/1413","Reduced, presynaptic neuron 2 activity"
"https://identifiers.org/aop.events/1417","NFE2/Nrf2 repression"
"https://identifiers.org/aop.events/1417","NFE2/Nrf2 repression"
"https://identifiers.org/aop.events/1417","NFE2/Nrf2 repression"
"https://identifiers.org/aop.events/1417","NFE2/Nrf2 repression"
"https://identifiers.org/aop.events/1425","Mu Opioid Receptor Agonism"
"https://identifiers.org/aop.events/1425","Mu Opioid Receptor Agonism"
"https://identifiers.org/aop.events/1431","Serotonin 1A Receptor Agonism"
"https://identifiers.org/aop.events/1431","Serotonin 1A Receptor Agonism"
"https://identifiers.org/aop.events/1454","chronic high fat diet"
"https://identifiers.org/aop.events/1462","Thiol group of chemicals interact with sulfuhydryl groups of proteins to form thiol adducts"
"https://identifiers.org/aop.events/1468","Activation, Latent Transforming Growth Factor Beta 1"
"https://identifiers.org/aop.events/1471","Increase, Uncoupling of photophosphorylation"
"https://identifiers.org/aop.events/1481","Inhibition of mitochondrial DNA polymerase gamma (Pol gamma)"
"https://identifiers.org/aop.events/1486","Binding of substrate, endocytic receptor"
"https://identifiers.org/aop.events/1490","Inhibition, Fatty Acid Beta Oxidation"
"https://identifiers.org/aop.events/1509","Protein Adduct Formation"
"https://identifiers.org/aop.events/1525","Increase, Sulfonylurea receptor binding"
"https://identifiers.org/aop.events/1525","Increase, Sulfonylurea receptor binding"
"https://identifiers.org/aop.events/1529","Blockade, L-Type Calcium Channels"
"https://identifiers.org/aop.events/1529","Blockade, L-Type Calcium Channels"
"https://identifiers.org/aop.events/1539","Endocytotic lysosomal uptake"
"https://identifiers.org/aop.events/1539","Endocytotic lysosomal uptake"
"https://identifiers.org/aop.events/1550","Deposition of Ionizing Energy"
"https://identifiers.org/aop.events/1562","Decreased Na/K ATPase activity"
"https://identifiers.org/aop.events/1562","Decreased Na/K ATPase activity"
"https://identifiers.org/aop.events/1562","Decreased Na/K ATPase activity"
"https://identifiers.org/aop.events/1580","Binding of microtubule stabilizing agents (MSA) to microtubules"
"https://identifiers.org/aop.events/1584","Interaction of α-diketones with arginine residues"
"https://identifiers.org/aop.events/1609","Inhibition, Cytochrome P450 enzyme (CYP17A1) activity"
"https://identifiers.org/aop.events/1617","Inhibition, 5α-reductase"
"https://identifiers.org/aop.events/1617","Inhibition, 5α-reductase"
"https://identifiers.org/aop.events/1617","Inhibition, 5α-reductase"
"https://identifiers.org/aop.events/1617","Inhibition, 5α-reductase"
"https://identifiers.org/aop.events/1617","Inhibition, 5α-reductase"
"https://identifiers.org/aop.events/1619","Increase, DNA methyltransferase inhibition"
"https://identifiers.org/aop.events/1619","Increase, DNA methyltransferase inhibition"
"https://identifiers.org/aop.events/1619","Increase, DNA methyltransferase inhibition"
"https://identifiers.org/aop.events/1619","Increase, DNA methyltransferase inhibition"
"https://identifiers.org/aop.events/1619","Increase, DNA methyltransferase inhibition"
"https://identifiers.org/aop.events/1619","Increase, DNA methyltransferase inhibition"
"https://identifiers.org/aop.events/1627","Inhibition of tyrosinase"
"https://identifiers.org/aop.events/1637","Retinaldehyde dehydrogenase inhibition"
"https://identifiers.org/aop.events/1653","Binding of inhibitor to mitochondrial complex III"
"https://identifiers.org/aop.events/1654","Binding of inhibitor to mitochondrial complex IV"
"https://identifiers.org/aop.events/1655","Binding of inhibitor to mitochondrial complex V"
"https://identifiers.org/aop.events/1657","Inhibition of cystathionine beta-synthase"
"https://identifiers.org/aop.events/1668","Frustrated phagocytosis"
"https://identifiers.org/aop.events/1668","Frustrated phagocytosis"
"https://identifiers.org/aop.events/1669","Increased, DNA damage and mutation"
"https://identifiers.org/aop.events/1680","Inhibition, TBX1"
"https://identifiers.org/aop.events/1691","Antagonism,LH receptor"
"https://identifiers.org/aop.events/1740","Induced dysregulation of ACE2"
"https://identifiers.org/aop.events/1740","Induced dysregulation of ACE2"
"https://identifiers.org/aop.events/1785","Increase, Mitochondrial ATP synthase antagonism"
"https://identifiers.org/aop.events/1785","Increase, Mitochondrial ATP synthase antagonism"
"https://identifiers.org/aop.events/1792","Toll-like receptor 4 activation"
"https://identifiers.org/aop.events/1796","11β-hydroxylase inhibition"
"https://identifiers.org/aop.events/1799","Inhibition of 11β-HSD"
"https://identifiers.org/aop.events/1806","Inhibition, Chitinase"
"https://identifiers.org/aop.events/1807","Inhibition, Chitobiase"
"https://identifiers.org/aop.events/1814","benzoquinone imine and acylglucuronide metabolites"
"https://identifiers.org/aop.events/1831","Binding, Thyroid binding globulin in serum"
"https://identifiers.org/aop.events/1840","Inhibition, cytochrome oxidase"
"https://identifiers.org/aop.events/1840","Inhibition, cytochrome oxidase"
"https://identifiers.org/aop.events/1840","Inhibition, cytochrome oxidase"
"https://identifiers.org/aop.events/1842","Prolonged TLR9 activation"
"https://identifiers.org/aop.events/1851","Binding of agonist, Angiotensin II receptor type 1 receptor (AT1R)"
"https://identifiers.org/aop.events/1853","Hyperactivation of ACE/Ang-II/AT1R axis"
"https://identifiers.org/aop.events/1865","Increase, Oxygen-evolving complex damage"
"https://identifiers.org/aop.events/1950","Increase, TNF"
"https://identifiers.org/aop.events/2007","Non-coding RNA expression profile alteration"
"https://identifiers.org/aop.events/2023","Inhibition of Ceramide Synthase"
"https://identifiers.org/aop.events/2029","protein-coupled estrogen receptor 1 (GPER) activation"
"https://identifiers.org/aop.events/2029","protein-coupled estrogen receptor 1 (GPER) activation"
"https://identifiers.org/aop.events/2030","Activation, PARP1"
"https://identifiers.org/aop.events/2036","Activation of metabotropic glutamate receptor"
"https://identifiers.org/aop.events/2037","Inositol triphosphate receptor activation"
"https://identifiers.org/aop.events/2037","Inositol triphosphate receptor activation"
"https://identifiers.org/aop.events/2039","Inhibition GABAA receptor"
"https://identifiers.org/aop.events/2045","Increase, Alcohol dehydrogenase"
"https://identifiers.org/aop.events/2051","Decrease, Tyrosine"
"https://identifiers.org/aop.events/2058","Decrease, 20-hydroxyecdysone"
"https://identifiers.org/aop.events/2099","hERG channel blockade"
"https://identifiers.org/aop.events/2109","Binding, extracellular matrix protein laminin"
"https://identifiers.org/aop.events/2126","Estrogen receptor alpha inactivation"
"https://identifiers.org/aop.events/2126","Estrogen receptor alpha inactivation"
"https://identifiers.org/aop.events/213","N/A, Parent compound is converted to the reactive metabolite and forms free radicals leading to oxidation of heme iron(II) in hemoglobin to iron(III)"
"https://identifiers.org/aop.events/2131","Conjugation, GSH"
"https://identifiers.org/aop.events/2141","Disruption, Estrogen receptor"
"https://identifiers.org/aop.events/2148","Increased LCN2/iron complex  binds to SLC22A17 receptor in neuron"
"https://identifiers.org/aop.events/2149","Increased intracelluar Iron accumulation"
"https://identifiers.org/aop.events/2155","Inhibition of Sulfotransferase E1 (SULT1E1)"
"https://identifiers.org/aop.events/2186","Ryanodine receptor activation"
"https://identifiers.org/aop.events/2187","Opening, voltage-gated calcium channels"
"https://identifiers.org/aop.events/2195","Increase, CNS Neural cell death"
"https://identifiers.org/aop.events/227","Activation, PPARα"
"https://identifiers.org/aop.events/227","Activation, PPARα"
"https://identifiers.org/aop.events/227","Activation, PPARα"
"https://identifiers.org/aop.events/227","Activation, PPARα"
"https://identifiers.org/aop.events/231","Decreased, PPAR-alpha activation"
"https://identifiers.org/aop.events/232","Decreased, PPAR-beta activation"
